X,Y,Name,description,altitudeMode,sta,Field1,lon,staname,elev,lat,net,FID,Field_1
-156.6175,71.3221,"b'Barrow, AK, USA'",,clampToGround,b'A21K',1,-156.6175,"b'Barrow, AK, USA'",0.005,71.3221,"b'AK, mag'",1,"b'Barrow, AK, USA'"
-154.9742,71.0033,"b'Sinclair Lake, AK, USA'",,clampToGround,b'A22K',2,-154.9742,"b'Sinclair Lake, AK, USA'",0.006,71.0033,"b'AK, mag'",2,"b'Sinclair Lake, AK, USA'"
74.494,42.639,"b'Ala Archa, Kyrgyzstan'",,clampToGround,b'AAK',3,74.494,"b'Ala Archa, Kyrgyzstan'",1.645,42.639,b'II',3,"b'Ala Archa, Kyrgyzstan'"
58.1189,37.9304,"b'Alibek, Turkmenistan'",,clampToGround,b'ABKT',4,58.1189,"b'Alibek, Turkmenistan'",0.678,37.9304,b'II',4,"b'Alibek, Turkmenistan'"
-176.6842,51.8823,"b'Adak, Aleutian Islands, Alaska'",,clampToGround,b'ADK',7,-176.6842,"b'Adak, Aleutian Islands, Alaska'",0.13,51.8823,"b'mag, IU'",5,"b'Adak, Aleutian Islands, Alaska'"
-171.7773,-13.9093,"b'Afiamalu, Samoa'",,clampToGround,b'AFI',8,-171.7773,"b'Afiamalu, Samoa'",0.706,-13.9093,b'IU',6,"b'Afiamalu, Samoa'"
-166.0708,54.1292,"b'Akutan Reef Bight, Akutan Volcano, Alaska'",,clampToGround,b'AKRB',15,-166.0708,"b'Akutan Reef Bight, Akutan Volcano, Alaska'",0.334,54.1292,"b'Akutan, AV, mag'",7,"b'Akutan Reef Bight, Akutan Volcano, Alaska'"
-165.6987,54.1095,"b'Akutan Strait, Akutan Volcano, Alaska'",,clampToGround,b'AKS',16,-165.6987,"b'Akutan Strait, Akutan Volcano, Alaska'",0.213,54.1095,"b'Akutan, AV, nomag'",8,"b'Akutan Strait, Akutan Volcano, Alaska'"
-62.35,82.5033,"b'Alert, N.W.T., Canada'",,clampToGround,b'ALE',20,-62.35,"b'Alert, N.W.T., Canada'",0.06,82.5033,b'II',9,"b'Alert, N.W.T., Canada'"
179.3018,51.3787,"b'Amchitka Island, Regional Station, Alaska'",,clampToGround,b'AMKA',21,179.3018,"b'Amchitka Island, Regional Station, Alaska'",0.1002,51.3787,"b'AV, mag'",10,"b'Amchitka Island, Regional Station, Alaska'"
-154.8013,58.383,"b'Katmai, Alaska'",,clampToGround,b'KAWH',240,-154.8013,"b'Katmai, Alaska'",0.777,58.383,"b'AV, Katmai, mag'",181,"b'Katmai, Alaska'"
-142.3605,60.9231,"b'Kiagna River, AK, USA'",,clampToGround,b'KIAG',248,-142.3605,"b'Kiagna River, AK, USA'",1.7522,60.9231,"b'AK, Steep, mag'",187,"b'Kiagna River, AK, USA'"
-145.9227,61.4924,"b'Klutina Pass, AK, USA'",,clampToGround,b'KLU',259,-145.9227,"b'Klutina Pass, AK, USA'",1.0471,61.4924,"b'AK, mag'",193,"b'Klutina Pass, AK, USA'"
-150.9233,63.5527,"b'Kantishna Hills, AK, USA'",,clampToGround,b'KTH',272,-150.9233,"b'Kantishna Hills, AK, USA'",1.172,63.5527,"b'AK, mag'",200,"b'Kantishna Hills, AK, USA'"
-158.2972,62.1344,"b'Donlin, AK, USA'",,clampToGround,b'L17K',278,-158.2972,"b'Donlin, AK, USA'",0.338,62.1344,"b'mag, AK'",206,"b'Donlin, AK, USA'"
25.5967,-25.0151,"b'Lobatse, Botswana, Africa'",,clampToGround,b'LBTB',284,25.5967,"b'Lobatse, Botswana, Africa'",1.128,-25.0151,b'GT',212,"b'Lobatse, Botswana, Africa'"
-68.9111,-22.6127,"b'Limon Verde, Chile'",,clampToGround,b'LVC',294,-68.9111,"b'Limon Verde, Chile'",2.96,-22.6127,b'IU',218,"b'Limon Verde, Chile'"
-153.1318,61.8823,"b'Styx River, AK, USA'",,clampToGround,b'M20K',300,-153.1318,"b'Styx River, AK, USA'",1.107,61.8823,"b'mag, AK'",224,"b'Styx River, AK, USA'"
81.977,46.808,"b'Makanchi, Kazakhstan'",,clampToGround,b'MAKZ',306,81.977,"b'Makanchi, Kazakhstan'",0.6,46.808,b'IU',230,"b'Makanchi, Kazakhstan'"
-148.9373,63.7318,"b'McKinley Park, AK, USA'",,clampToGround,b'MCK',313,-148.9373,"b'McKinley Park, AK, USA'",0.618,63.7318,"b'AK, mag'",236,"b'McKinley Park, AK, USA'"
-177.3698,28.2156,"b'Midway Island, USA'",,clampToGround,b'MIDW',322,-177.3698,"b'Midway Island, USA'",0.02,28.2156,b'IU',242,"b'Midway Island, USA'"
178.0528,-17.7448,"b'Monasavu, Fiji'",,clampToGround,b'MSVF',330,178.0528,"b'Monasavu, Fiji'",0.8011,-17.7448,b'II',248,"b'Monasavu, Fiji'"
-123.8237,59.6559,b'Northern British Columbia Site One',,clampToGround,b'NBC1',338,-123.8237,b'Northern British Columbia Site One',0.421,59.6559,b'mag',254,b'Northern British Columbia Site One'
-168.855,52.9721,"b'Nikolski High Hill, AK, USA'",,clampToGround,b'NIKH',345,-168.855,"b'Nikolski High Hill, AK, USA'",0.199,52.9721,"b'AK, mag, CREST'",260,"b'Nikolski High Hill, AK, USA'"
-155.208,59.8542,"b'Koktuh Hills, AK, USA'",,clampToGround,b'O18K',351,-155.208,"b'Koktuh Hills, AK, USA'",0.544,59.8542,"b'mag, AK'",266,"b'Koktuh Hills, AK, USA'"
-168.1382,53.3948,"b'Cone F, Okmok Caldera, Alaska'",,clampToGround,b'OKCF',358,-168.1382,"b'Cone F, Okmok Caldera, Alaska'",0.685,53.3948,"b'Okmok, mag, AV'",272,"b'Cone F, Okmok Caldera, Alaska'"
-153.2319,59.6524,"b'Oil Pt, AK, USA'",,clampToGround,b'P19K',369,-153.2319,"b'Oil Pt, AK, USA'",0.629,59.6524,"b'AV, mag'",278,"b'Oil Pt, AK, USA'"
-109.5581,42.7672,"b'PDAR Array, Pinedale, WY, USA'",,clampToGround,b'PD31',375,-109.5581,"b'PDAR Array, Pinedale, WY, USA'",2.219,42.7672,b'IM',284,"b'PDAR Array, Pinedale, WY, USA'"
-156.821,57.6991,"b'Mt. Peulik Volcano, Alaska'",,clampToGround,b'PLBL',381,-156.821,"b'Mt. Peulik Volcano, Alaska'",0.461,57.6991,"b'Peulik, AV, mag'",290,"b'Mt. Peulik Volcano, Alaska'"
-165.3732,64.5646,"b'Anvil Mountain, AK, USA'",,clampToGround,b'ANM',23,-165.3732,"b'Anvil Mountain, AK, USA'",0.338,64.5646,"b'AK, mag'",12,"b'Anvil Mountain, AK, USA'"
-106.4572,34.9459,"b'Albuquerque, New Mexico, USA'",,clampToGround,b'ANMO',24,-106.4572,"b'Albuquerque, New Mexico, USA'",1.82,34.9459,b'IU',13,"b'Albuquerque, New Mexico, USA'"
32.7934,39.868,"b'Ankara, Turkey'",,clampToGround,b'ANTO',25,32.7934,"b'Ankara, Turkey'",1.09,39.868,b'IU',14,"b'Ankara, Turkey'"
-14.3601,-7.9327,"b'Butt Crater, Ascension Island'",,clampToGround,b'ASCN',26,-14.3601,"b'Butt Crater, Ascension Island'",0.173,-7.9327,b'II',15,"b'Butt Crater, Ascension Island'"
-174.1975,52.2016,"b'Atka Island, AK, USA'",,clampToGround,b'ATKA',27,-174.1975,"b'Atka Island, AK, USA'",0.055,52.2016,"b'AK, mag, CREST'",16,"b'Atka Island, AK, USA'"
-161.8016,69.3641,"b'Kokolik River, AK, USA'",,clampToGround,b'B18K',40,-161.8016,"b'Kokolik River, AK, USA'",0.222,69.3641,"b'AK, mag'",18,"b'Kokolik River, AK, USA'"
-157.1599,70.0079,"b'Meade River, AK, USA'",,clampToGround,b'B20K',41,-157.1599,"b'Meade River, AK, USA'",0.0746,70.0079,"b'AK, mag'",19,"b'Meade River, AK, USA'"
-153.4196,70.34,"b'Teshekpuk Lake, AK, USA'",,clampToGround,b'B22K',42,-153.4196,"b'Teshekpuk Lake, AK, USA'",0.0497,70.34,"b'mag, AK'",20,"b'Teshekpuk Lake, AK, USA'"
-142.4931,60.403,"b'Barkley Ridge, AK, USA'",,clampToGround,b'BARK',46,-142.4931,"b'Barkley Ridge, AK, USA'",1.3896,60.403,"b'mag, AK, Steep'",21,"b'Barkley Ridge, AK, USA'"
-141.6622,61.0595,"b'Barnard Glacier, AK, USA'",,clampToGround,b'BARN',47,-141.6622,"b'Barnard Glacier, AK, USA'",1.689,61.0595,"b'AK, Steep, mag'",22,"b'Barnard Glacier, AK, USA'"
-128.1133,52.1847,"b'Bella Bella, BC, CA'",,clampToGround,b'BBB',49,-128.1133,"b'Bella Bella, BC, CA'",0.014,52.1847,"b'CN, stheast, mag'",24,"b'Bella Bella, BC, CA'"
-64.6963,32.3713,"b'Bermuda Biological Station for Research, St George'",,clampToGround,b'BBSR',50,-64.6963,"b'Bermuda Biological Station for Research, St George'",0.03,32.3713,b'IU',25,"b'Bermuda Biological Station for Research, St George'"
-139.6369,59.9534,"b'Bancas Point, AK, USA'",,clampToGround,b'BCP',51,-139.6369,"b'Bancas Point, AK, USA'",0.4218,59.9534,"b'mag, AK, stheast, ARRA'",26,"b'Bancas Point, AK, USA'"
-143.7004,60.3932,"b'Berg Lake, AK, USA'",,clampToGround,b'BERG',52,-143.7004,"b'Berg Lake, AK, USA'",0.624,60.3932,"b'AK, mag, Steep'",27,"b'Berg Lake, AK, USA'"
-134.8559,58.5792,"b'Bessie Mountain, AK, USA'",,clampToGround,b'BESE',53,-134.8559,"b'Bessie Mountain, AK, USA'",0.867,58.5792,"b'stheast, mag, AK, CREST'",28,"b'Bessie Mountain, AK, USA'"
-143.2841,60.1205,"b'Bering Glacier BLM Camp, AK, USA'",,clampToGround,b'BGLC',55,-143.2841,"b'Bering Glacier BLM Camp, AK, USA'",0.01,60.1205,"b'nomag, AK, Steep'",30,"b'Bering Glacier BLM Camp, AK, USA'"
166.4531,68.0653,"b'Bilibino, Russia'",,clampToGround,b'BILL',56,166.4531,"b'Bilibino, Russia'",0.32,68.0653,b'IU',31,"b'Bilibino, Russia'"
116.1679,40.0183,"b'Baijiatuan, Beijing, China'",,clampToGround,b'BJT',57,116.1679,"b'Baijiatuan, Beijing, China'",0.197,40.0183,b'IC',32,"b'Baijiatuan, Beijing, China'"
-144.6051,60.9677,"b'Bremner River, AK, USA'",,clampToGround,b'BMR',58,-144.6051,"b'Bremner River, AK, USA'",0.842,60.9677,"b'AK, CREST, mag'",33,"b'Bremner River, AK, USA'"
-130.6368,53.4932,"b'Bonilla, BC, CA'",,clampToGround,b'BNAB',59,-130.6368,"b'Bonilla, BC, CA'",-0.019,53.4932,"b'CN, stheast, mag'",34,"b'Bonilla, BC, CA'"
-168.0347,53.9291,"b'Bogoslof, Bogoslof Volcano, Alaska'",,clampToGround,b'BOGO',60,-168.0347,"b'Bogoslof, Bogoslof Volcano, Alaska'",0.005,53.9291,"b'AV, mag'",35,"b'Bogoslof, Bogoslof Volcano, Alaska'"
-21.3268,64.7474,"b'Borgarfjordur, Asbjarnarstadir, Iceland'",,clampToGround,b'BORG',61,-21.3268,"b'Borgarfjordur, Asbjarnarstadir, Iceland'",0.11,64.7474,b'II',36,"b'Borgarfjordur, Asbjarnarstadir, Iceland'"
-150.9873,64.0997,"b'Bear Paw Mountain, AK, USA'",,clampToGround,b'BPAW',62,-150.9873,"b'Bear Paw Mountain, AK, USA'",0.619,64.0997,"b'mag, AK'",37,"b'Bear Paw Mountain, AK, USA'"
-163.7428,54.6446,"b'Brown Peak, Shishaldin Volcano, Alaska'",,clampToGround,b'BRPK',64,-163.7428,"b'Brown Peak, Shishaldin Volcano, Alaska'",0.393,54.6446,"b'AV, Shshldn, mag'",38,"b'Brown Peak, Shishaldin Volcano, Alaska'"
-150.7414,59.7417,"b'Bradley Lake South, AK, USA'",,clampToGround,b'BRSE',65,-150.7414,"b'Bradley Lake South, AK, USA'",0.541,59.7417,"b'AK, mag'",39,"b'Bradley Lake South, AK, USA'"
-139.4014,59.667,"b'Peninsula, AK, USA'",,clampToGround,b'PNL',390,-139.4014,"b'Peninsula, AK, USA'",0.586,59.667,"b'AK, stheast, mag'",296,"b'Peninsula, AK, USA'"
-149.3568,68.4215,"b'TAPS Pump Station 4, AK, USA'",,clampToGround,b'PS04',396,-149.3568,"b'TAPS Pump Station 4, AK, USA'",0.849,68.4215,"b'mag, AK'",302,"b'TAPS Pump Station 4, AK, USA'"
-145.7682,63.9299,"b'TAPS Pump Station 9, AK, USA'",,clampToGround,b'PS09',401,-145.7682,"b'TAPS Pump Station 9, AK, USA'",0.468,63.9299,"b'AK, mag'",307,"b'TAPS Pump Station 9, AK, USA'"
-130.0953,-25.0713,"b'Pitcairn Island, South Pacific'",,clampToGround,b'PTCN',407,-130.0953,"b'Pitcairn Island, South Pacific'",0.22,-25.0713,b'IU',312,"b'Pitcairn Island, South Pacific'"
-152.3942,58.6097,"b'Shuyak Island, AK, USA'",,clampToGround,b'Q20K',414,-152.3942,"b'Shuyak Island, AK, USA'",0.18,58.6097,"b'AV, mag'",319,"b'Shuyak Island, AK, USA'"
-144.6773,60.3863,"b'Ragged Mountain, AK, USA'",,clampToGround,b'RAG',422,-144.6773,"b'Ragged Mountain, AK, USA'",0.752,60.3863,"b'AK, mag'",325,"b'Ragged Mountain, AK, USA'"
-162.908,68.0541,"b'Red Dog Mine, AK, USA'",,clampToGround,b'RDOG',430,-162.908,"b'Red Dog Mine, AK, USA'",0.423,68.0541,"b'AK, mag'",331,"b'Red Dog Mine, AK, USA'"
-104.0359,44.1212,"b'Black Hills, South Dakota, USA'",,clampToGround,b'RSSD',440,-104.0359,"b'Black Hills, South Dakota, USA'",2.09,44.1212,b'IU',337,"b'Black Hills, South Dakota, USA'"
-23.6085,14.9702,"b'Santiago Island, Cape Verde'",,clampToGround,b'SACV',446,-23.6085,"b'Santiago Island, Cape Verde'",0.387,14.9702,b'II',343,"b'Santiago Island, Cape Verde'"
-143.9905,63.9761,"b'Sand Creek, AK, USA'",,clampToGround,b'SCRK',452,-143.9905,"b'Sand Creek, AK, USA'",1.375,63.9761,"b'AK, mag'",349,"b'Sand Creek, AK, USA'"
-135.3244,57.0569,"b'Sitka, Alaska'",,clampToGround,b'SIT',458,-135.3244,"b'Sitka, Alaska'",0.019,57.0569,"b'AT, mag, stheast, CREST'",355,"b'Sitka, Alaska'"
174.7043,-41.3087,"b'South Karori, New Zealand'",,clampToGround,b'SNZO',464,174.7043,"b'South Karori, New Zealand'",0.12,-41.3087,b'IU',361,"b'South Karori, New Zealand'"
103.7729,1.3608,"b'Bukit Timah Dairy Farm, Singapore'",,clampToGround,b'BTDF',67,103.7729,"b'Bukit Timah Dairy Farm, Singapore'",0.064,1.3608,b'MS',41,"b'Bukit Timah Dairy Farm, Singapore'"
-140.8606,62.4141,"b'Beaver Creek, YT, CA'",,clampToGround,b'BVCY',68,-140.8606,"b'Beaver Creek, YT, CA'",0.708,62.4141,"b'CN, mag'",42,"b'Beaver Creek, YT, CA'"
-149.2991,64.1732,"b'Browne, AK, USA'",,clampToGround,b'BWN',69,-149.2991,"b'Browne, AK, USA'",0.356,64.1732,"b'AK, mag'",43,"b'Browne, AK, USA'"
-165.3436,68.2746,"b'Lisburne Hills, AK, USA'",,clampToGround,b'C16K',70,-165.3436,"b'Lisburne Hills, AK, USA'",0.102,68.2746,"b'AK, mag'",44,"b'Lisburne Hills, AK, USA'"
-161.1943,68.6483,"b'Utukok River, AK, USA'",,clampToGround,b'C18K',71,-161.1943,"b'Utukok River, AK, USA'",0.845,68.6483,"b'AK, mag'",45,"b'Utukok River, AK, USA'"
-154.7833,69.1565,"b'Knifeblade Ridge, AK, USA'",,clampToGround,b'C21K',73,-154.7833,"b'Knifeblade Ridge, AK, USA'",0.409,69.1565,"b'AK, mag'",47,"b'Knifeblade Ridge, AK, USA'"
-150.6126,69.836,"b'Itkillik River, AK, USA'",,clampToGround,b'C23K',74,-150.6126,"b'Itkillik River, AK, USA'",0.179,69.836,"b'AK, mag'",48,"b'Itkillik River, AK, USA'"
-144.9122,69.9175,"b'Camden Bay, AK, USA'",,clampToGround,b'C26K',75,-144.9122,"b'Camden Bay, AK, USA'",0.139,69.9175,"b'AK, mag'",49,"b'Camden Bay, AK, USA'"
-143.7114,69.626,"b'Jago River, AK, USA'",,clampToGround,b'C27K',76,-143.7114,"b'Jago River, AK, USA'",0.392,69.626,"b'mag, AK'",50,"b'Jago River, AK, USA'"
-155.3036,58.0518,"b'Cahill, Katmai, Alaska'",,clampToGround,b'CAHL',77,-155.3036,"b'Cahill, Katmai, Alaska'",0.807,58.0518,"b'AV, Katmai, mag'",51,"b'Cahill, Katmai, Alaska'"
-152.0844,63.4188,"b'Castle Rocks, AK, USA'",,clampToGround,b'CAST',79,-152.0844,"b'Castle Rocks, AK, USA'",0.611,63.4188,"b'AK, mag'",53,"b'Castle Rocks, AK, USA'"
110.5354,-66.2792,"b'Casey, Antarctica'",,clampToGround,b'CASY',80,110.5354,"b'Casey, Antarctica'",0.01,-66.2792,b'IU',54,"b'Casey, Antarctica'"
-147.8053,64.6453,"b'Clear Creek Butte, AK, USA'",,clampToGround,b'CCB',81,-147.8053,"b'Clear Creek Butte, AK, USA'",0.233,64.6453,"b'AK, mag'",55,"b'Clear Creek Butte, AK, USA'"
-91.2446,38.0557,"b'Cathedral Cave, Missouri, USA'",,clampToGround,b'CCM',82,-91.2446,"b'Cathedral Cave, Missouri, USA'",0.222,38.0557,b'IU',56,"b'Cathedral Cave, Missouri, USA'"
179.6277,51.9302,"b'Cerberus Volcano, Cerberus Volcano, Alaska'",,clampToGround,b'CERB',86,179.6277,"b'Cerberus Volcano, Cerberus Volcano, Alaska'",0.305,51.9302,"b'Semisopo, AV, mag'",57,"b'Cerberus Volcano, Cerberus Volcano, Alaska'"
-155.6225,55.8218,"b'Chirikof Island, AK, USA'",,clampToGround,b'CHI',90,-155.6225,"b'Chirikof Island, AK, USA'",0.203,55.8218,"b'AK, mag'",59,"b'Chirikof Island, AK, USA'"
-159.5895,54.831,"b'Chernabura Island, AK, USA'",,clampToGround,b'CHN',91,-159.5895,"b'Chernabura Island, AK, USA'",0.071,54.831,"b'AK, mag'",60,"b'Chernabura Island, AK, USA'"
98.9443,18.8141,"b'Chiang Mai, Thailand'",,clampToGround,b'CHTO',92,98.9443,"b'Chiang Mai, Thailand'",0.42,18.8141,b'IU',61,"b'Chiang Mai, Thailand'"
-152.3152,63.8827,"b'Lake Minchumina, AK, USA'",,clampToGround,b'CHUM',93,-152.3152,"b'Lake Minchumina, AK, USA'",0.217,63.8827,"b'mag, AK'",62,"b'Lake Minchumina, AK, USA'"
-141.1178,60.0631,"b'Chaix Hills, AK, USA'",,clampToGround,b'CHX',94,-141.1178,"b'Chaix Hills, AK, USA'",1.085,60.0631,"b'AK, stheast, mag'",63,"b'Chaix Hills, AK, USA'"
-169.7229,52.7866,"b'Concord Point, Cleveland Volcano, Alaska'",,clampToGround,b'CLCO',95,-169.7229,"b'Concord Point, Cleveland Volcano, Alaska'",0.137,52.7866,"b'AV, mag, Clevlnd'",64,"b'Concord Point, Cleveland Volcano, Alaska'"
-120.3865,38.0346,"b'Columbia College, Columbia, CA, USA'",,clampToGround,b'CMB',97,-120.3865,"b'Columbia College, Columbia, CA, USA'",0.697,38.0346,b'BK',65,"b'Columbia College, Columbia, CA, USA'"
-25.5243,37.7637,"b'Cha de Macela, Sao Miguel Island, Azores'",,clampToGround,b'CMLA',98,-25.5243,"b'Cha de Macela, Sao Miguel Island, Azores'",0.429,37.7637,b'II',66,"b'Cha de Macela, Sao Miguel Island, Azores'"
-151.2373,59.5251,"b'China Poot, AK, USA'",,clampToGround,b'CNP',99,-151.2373,"b'China Poot, AK, USA'",0.564,59.5251,"b'AK, mag'",67,"b'China Poot, AK, USA'"
96.8349,-12.1901,"b'West Island, Cocos (Keeling) Islands'",,clampToGround,b'COCO',100,96.8349,"b'West Island, Cocos (Keeling) Islands'",0.001,-12.1901,b'II',68,"b'West Island, Cocos (Keeling) Islands'"
121.1908,31.0948,"b'Shanghai, China'",,clampToGround,b'SSE',477,121.1908,"b'Shanghai, China'",0.04,31.0948,b'IC',366,"b'Shanghai, China'"
-155.6217,61.1082,"b'Sparrevohn, Alaska'",,clampToGround,b'SVW2',485,-155.6217,"b'Sparrevohn, Alaska'",0.4988,61.1082,"b'AT, mag'",372,"b'Sparrevohn, Alaska'"
147.3204,-42.9099,"b'Hobart, Tasmania, Australia'",,clampToGround,b'TAU',494,147.3204,"b'Hobart, Tasmania, Australia'",0.132,-42.9099,b'II',378,"b'Hobart, Tasmania, Australia'"
-149.5724,68.6408,"b'Toolik Lake Research Station, AK, USA'",,clampToGround,b'TOLK',501,-149.5724,"b'Toolik Lake Research Station, AK, USA'",0.76,68.6408,"b'AK, mag'",384,"b'Toolik Lake Research Station, AK, USA'"
-110.7847,32.3098,"b'Tucson, Arizona'",,clampToGround,b'TUC',507,-110.7847,"b'Tucson, Arizona'",0.91,32.3098,b'IU',390,"b'Tucson, Arizona'"
-146.368,61.083,"b'Valdez Marine Terminal, AK, USA'",,clampToGround,b'VMT',514,-146.368,"b'Valdez Marine Terminal, AK, USA'",0.097,61.083,"b'AK, mag'",396,"b'Valdez Marine Terminal, AK, USA'"
-142.8529,60.448,"b'Waxell Ridge, AK, USA'",,clampToGround,b'WAX',522,-142.8529,"b'Waxell Ridge, AK, USA'",1.003,60.448,"b'AK, stheast, mag, ARRA'",402,"b'Waxell Ridge, AK, USA'"
87.7049,43.8138,"b'Urumqi, Xinjiang Province, China'",,clampToGround,b'WMQ',532,87.7049,"b'Urumqi, Xinjiang Province, China'",0.85,43.8138,b'IC',408,"b'Urumqi, Xinjiang Province, China'"
-164.3873,54.8466,"b'Tungamak, Westdahl Peak, Alaska'",,clampToGround,b'WTUG',537,-164.3873,"b'Tungamak, Westdahl Peak, Alaska'",0.636,54.8466,"b'AV, Westdahl, mag'",413,"b'Tungamak, Westdahl Peak, Alaska'"
-139.671,59.5121,"b'Yakutat, Alaska'",,clampToGround,b'YKU2',543,-139.671,"b'Yakutat, Alaska'",0.0101,59.5121,"b'AT, nomag'",419,"b'Yakutat, Alaska'"
-137.8593,61.1315,"b'Granite Creek, YT, CA'",,clampToGround,b'YUK5',549,-137.8593,"b'Granite Creek, YT, CA'",1.619,61.1315,"b'CN, stheast, mag'",425,"b'Granite Creek, YT, CA'"
-150.207,67.2278,"b'Coldfoot Broadband, AK, USA'",,clampToGround,b'COLD',102,-150.207,"b'Coldfoot Broadband, AK, USA'",0.374,67.2278,"b'mag, AK, CREST'",70,"b'Coldfoot Broadband, AK, USA'"
-123.3046,44.5855,"b'Corvallis, Oregon, USA'",,clampToGround,b'COR',103,-123.3046,"b'Corvallis, Oregon, USA'",0.11,44.5855,b'IU',71,"b'Corvallis, Oregon, USA'"
-133.123,55.4689,"b'Craig, Alaska'",,clampToGround,b'CRAG',104,-133.123,"b'Craig, Alaska'",0.0579,55.4689,"b'AT, mag, stheast'",72,"b'Craig, Alaska'"
-143.0926,60.7523,"b'Cirque, AK, USA'",,clampToGround,b'CRQ',105,-143.0926,"b'Cirque, AK, USA'",1.3923,60.7523,"b'AK, mag, ARRA'",73,"b'Cirque, AK, USA'"
